,0
0,0.0
1,0.00039473684210525485
2,0.0006578947368420914
3,0.0007894736842105097
4,0.0008552631578947189
5,0.000921052631578928
6,0.0010526315789473463
7,0.0015789473684210194
8,0.0016447368421052286
9,0.0021710526315789017
10,0.00230263157894732
11,0.0030263157894736205
12,0.003157894736842039
13,0.0032236842105262476
14,0.0036842105263157144
15,0.003815789473684133
16,0.005065789473684114
17,0.005065789473684114
18,0.0065131578947367225
19,0.0065131578947367225
20,0.010460526315789292
21,0.010460526315789292
22,0.011710526315789272
23,0.011710526315789272
24,0.01197368421052611
25,0.01197368421052611
26,0.01592105263157868
27,0.01592105263157868
28,0.020328947368420718
29,0.020328947368420718
30,0.026184210526315362
31,0.026842105263157428
32,0.026842105263157428
33,0.02888157894736783
34,0.02888157894736783
35,0.030394736842104583
36,0.030394736842104583
37,0.034999999999999046
38,0.034999999999999046
39,0.03697368421052524
40,0.03697368421052524
41,0.03776315789473572
42,0.03776315789473572
43,0.0395394736842093
44,0.0395394736842093
45,0.04124999999999867
46,0.04124999999999867
47,0.04302631578947225
48,0.04302631578947225
49,0.04374999999999852
50,0.04374999999999852
51,0.04447368421052479
52,0.04447368421052479
53,0.04493421052631424
54,0.04493421052631424
55,0.046118421052629956
56,0.046118421052629956
57,0.04769736842105091
58,0.04769736842105091
59,0.04901315789473505
60,0.04901315789473505
61,0.04960526315789291
62,0.04960526315789291
63,0.04967105263157712
64,0.04967105263157712
65,0.05013157894736656
66,0.05013157894736656
67,0.0515131578947349
68,0.0515131578947349
69,0.05210526315789276
70,0.05210526315789276
71,0.053749999999997924
72,0.053749999999997924
73,0.05401315789473475
74,0.05401315789473475
75,0.0544736842105242
76,0.0544736842105242
77,0.05473684210526102
78,0.05473684210526102
79,0.05539473684210309
80,0.05539473684210309
81,0.056052631578945154
82,0.056052631578945154
83,0.057171052631576666
84,0.057171052631576666
85,0.05730263157894508
86,0.05730263157894508
87,0.05842105263157659
88,0.05842105263157659
89,0.059671052631576516
90,0.059671052631576516
91,0.05973684210526072
92,0.05973684210526072
93,0.06302631578947106
94,0.06302631578947106
95,0.06434210526315519
96,0.06434210526315519
97,0.06532894736841828
98,0.06532894736841828
99,0.06671052631578663
100,0.06671052631578663
101,0.06861842105262861
102,0.06861842105262861
103,0.06934210526315489
104,0.06934210526315489
105,0.06999999999999695
106,0.06999999999999695
107,0.07111842105262846
108,0.07111842105262846
109,0.07210526315789156
110,0.07210526315789156
111,0.07223684210525998
112,0.07223684210525998
113,0.07355263157894411
114,0.07355263157894411
115,0.07427631578947037
116,0.07427631578947037
117,0.07434210526315459
118,0.07434210526315459
119,0.07440789473683879
120,0.07440789473683879
121,0.07473684210525983
122,0.07473684210525983
123,0.07513157894736507
124,0.07513157894736507
125,0.07703947368420706
126,0.07703947368420706
127,0.07796052631578596
128,0.07796052631578596
129,0.0784210526315754
130,0.0784210526315754
131,0.07848684210525961
132,0.07848684210525961
133,0.07894736842104905
134,0.07894736842104905
135,0.07927631578947009
136,0.07927631578947009
137,0.07980263157894374
138,0.07980263157894374
139,0.08032894736841739
140,0.08032894736841739
141,0.08105263157894366
142,0.08105263157894366
143,0.08157894736841731
144,0.08157894736841731
145,0.08197368421052255
146,0.08197368421052255
147,0.082434210526312
148,0.082434210526312
149,0.08309210526315407
150,0.08309210526315407
151,0.08315789473683827
152,0.08315789473683827
153,0.0834868421052593
154,0.0834868421052593
155,0.0835526315789435
156,0.0835526315789435
157,0.08381578947368033
158,0.08381578947368033
159,0.08427631578946979
160,0.08427631578946979
161,0.08467105263157503
162,0.08467105263157503
163,0.08486842105262764
164,0.08486842105262764
165,0.08493421052631185
166,0.08493421052631185
167,0.08664473684210122
168,0.08664473684210122
169,0.08671052631578542
170,0.08671052631578542
171,0.08717105263157487
172,0.08717105263157487
173,0.08782894736841694
174,0.08782894736841694
175,0.08888157894736425
176,0.08888157894736425
177,0.08921052631578527
178,0.08921052631578527
179,0.08927631578946948
180,0.08927631578946948
181,0.08980263157894314
182,0.08980263157894314
183,0.09065789473683782
184,0.09065789473683782
185,0.0914473684210483
186,0.0914473684210483
187,0.09164473684210092
188,0.09164473684210092
189,0.09177631578946933
190,0.09177631578946933
191,0.09197368421052195
192,0.09197368421052195
193,0.09269736842104823
194,0.09269736842104823
195,0.09296052631578505
196,0.09296052631578505
197,0.09335526315789029
198,0.09335526315789029
199,0.09361842105262712
200,0.09361842105262712
201,0.09401315789473236
202,0.09401315789473236
203,0.09421052631578497
204,0.09421052631578497
205,0.09499999999999545
206,0.09499999999999545
207,0.09519736842104808
208,0.09519736842104808
209,0.09565789473683753
210,0.09565789473683753
211,0.09611842105262697
212,0.09611842105262697
213,0.09624999999999538
214,0.09624999999999538
215,0.09644736842104801
216,0.09644736842104801
217,0.0974342105263111
218,0.0974342105263111
219,0.09749999999999531
220,0.09749999999999531
221,0.09796052631578475
222,0.09796052631578475
223,0.09914473684210047
224,0.09914473684210047
225,0.09980263157894254
226,0.09980263157894254
227,0.09993421052631095
228,0.09993421052631095
229,0.09999999999999516
230,0.09999999999999516
231,0.1004605263157846
232,0.1004605263157846
233,0.10065789473683723
234,0.10065789473683723
235,0.10105263157894247
236,0.10105263157894247
237,0.10105263157894247
238,0.10124999999999508
239,0.10124999999999508
240,0.10164473684210032
241,0.10164473684210032
242,0.10190789473683715
243,0.10190789473683715
244,0.10223684210525819
245,0.10223684210525819
246,0.10249999999999501
247,0.10249999999999501
248,0.10296052631578445
249,0.10296052631578445
250,0.10309210526315286
251,0.10309210526315286
252,0.10322368421052128
253,0.10322368421052128
254,0.10355263157894232
255,0.10355263157894232
256,0.10414473684210017
257,0.10414473684210017
258,0.10460526315788962
259,0.10473684210525805
260,0.10473684210525805
261,0.1049342105263107
262,0.1049342105263107
263,0.10585526315788976
264,0.10585526315788976
265,0.10697368421052147
266,0.10697368421052147
267,0.10710526315788992
268,0.10710526315788992
269,0.10723684210525834
270,0.10723684210525834
271,0.10730263157894257
272,0.10730263157894257
273,0.10769736842104788
274,0.10769736842104788
275,0.10855263157894271
276,0.10855263157894271
277,0.10868421052631115
278,0.10868421052631115
279,0.10881578947367958
280,0.10881578947367958
281,0.1088815789473638
282,0.1088815789473638
283,0.10907894736841646
284,0.10907894736841646
285,0.10914473684210067
286,0.10914473684210067
287,0.10921052631578489
288,0.10921052631578489
289,0.10927631578946911
290,0.10927631578946911
291,0.10967105263157442
292,0.10967105263157442
293,0.1099999999999955
294,0.1099999999999955
295,0.11013157894736395
296,0.11013157894736395
297,0.11019736842104816
298,0.11019736842104816
299,0.11039473684210083
300,0.11039473684210083
301,0.11052631578946925
302,0.11052631578946925
303,0.11059210526315348
304,0.11059210526315348
305,0.11078947368420614
306,0.11078947368420614
307,0.111052631578943
308,0.111052631578943
309,0.11118421052631144
310,0.11118421052631144
311,0.11171052631578518
312,0.11171052631578518
313,0.11177631578946941
314,0.11177631578946941
315,0.11184210526315362
316,0.11184210526315362
317,0.11230263157894314
318,0.11230263157894314
319,0.11236842105262737
320,0.11236842105262737
321,0.11243421052631158
322,0.11243421052631158
323,0.11315789473683799
324,0.11315789473683799
325,0.11342105263157486
326,0.11342105263157486
327,0.11388157894736438
328,0.11388157894736438
329,0.11407894736841703
330,0.11407894736841703
331,0.11473684210525922
332,0.11473684210525922
333,0.11565789473683828
334,0.11565789473683828
335,0.11592105263157515
336,0.11592105263157515
337,0.1161184210526278
338,0.1161184210526278
339,0.11624999999999625
340,0.11624999999999625
341,0.11763157894736483
342,0.11763157894736483
343,0.11769736842104904
344,0.11769736842104904
345,0.11802631578947013
346,0.11802631578947013
347,0.11822368421052279
348,0.11822368421052279
349,0.11855263157894387
350,0.11855263157894387
351,0.1186184210526281
352,0.1186184210526281
353,0.11881578947368075
354,0.11881578947368075
355,0.11947368421052293
356,0.11947368421052293
357,0.11993421052631247
358,0.11993421052631247
359,0.12072368421052308
360,0.12072368421052308
361,0.1211842105263126
362,0.1211842105263126
363,0.12144736842104947
364,0.12144736842104947
365,0.12184210526315478
366,0.12184210526315478
367,0.12276315789473384
368,0.12276315789473384
369,0.12302631578947071
370,0.12302631578947071
371,0.12381578947368134
372,0.12381578947368134
373,0.12434210526315508
374,0.12434210526315508
375,0.12467105263157617
376,0.12467105263157617
377,0.12493421052631304
378,0.12493421052631304
379,0.12565789473683944
380,0.12565789473683944
381,0.12572368421052366
382,0.12572368421052366
383,0.12585526315789208
384,0.12585526315789208
385,0.12624999999999742
386,0.12624999999999742
387,0.1265789473684185
388,0.1265789473684185
389,0.12664473684210273
390,0.12664473684210273
391,0.12717105263157646
392,0.12717105263157646
393,0.1280921052631555
394,0.1280921052631555
395,0.1284210526315766
396,0.1284210526315766
397,0.12855263157894503
398,0.12855263157894503
399,0.12861842105262927
400,0.12861842105262927
401,0.12868421052631349
402,0.12868421052631349
403,0.1288157894736819
404,0.1288157894736819
405,0.1290789473684188
406,0.1290789473684188
407,0.12927631578947144
408,0.12927631578947144
409,0.12934210526315565
410,0.12934210526315565
411,0.12973684210526096
412,0.12973684210526096
413,0.1298026315789452
414,0.1298026315789452
415,0.1298684210526294
416,0.1298684210526294
417,0.13026315789473472
418,0.13026315789473472
419,0.13046052631578736
420,0.13046052631578736
421,0.13111842105262955
422,0.13111842105262955
423,0.13118421052631377
424,0.13118421052631377
425,0.13197368421052438
426,0.13197368421052438
427,0.13210526315789284
428,0.13210526315789284
429,0.13249999999999815
430,0.13249999999999815
431,0.13256578947368236
432,0.13256578947368236
433,0.1326973684210508
434,0.1326973684210508
435,0.13296052631578767
436,0.13296052631578767
437,0.13328947368420876
438,0.13328947368420876
439,0.13328947368420876
440,0.1334210526315772
441,0.1334210526315772
442,0.1334868421052614
443,0.1334868421052614
444,0.1337499999999983
445,0.1337499999999983
446,0.1338157894736825
447,0.1338157894736825
