,tpr,fpr
581,0.148881579,0.000569018
582,0.149013158,0.000569018
583,0.149013158,0.000570653
584,0.149605263,0.000570653
585,0.149605263,0.000572288
586,0.15,0.000572288
587,0.15,0.000573923
588,0.150855263,0.000573923
589,0.150855263,0.000575558
590,0.151184211,0.000575558
591,0.151184211,0.000577193
592,0.151315789,0.000577193
593,0.151315789,0.000578829
594,0.151513158,0.000578829
595,0.151513158,0.000580464
596,0.151710526,0.000580464
597,0.151710526,0.000582099
598,0.152236842,0.000582099
599,0.152236842,0.000583734
600,0.152697368,0.000583734
601,0.152697368,0.000585369
602,0.152763158,0.000585369
603,0.152763158,0.000587004
604,0.153026316,0.000587004
605,0.153026316,0.000588639
606,0.153223684,0.000588639
607,0.153223684,0.000590274
608,0.153486842,0.000590274
609,0.153486842,0.00059518
610,0.153684211,0.00059518
611,0.153684211,0.00059845
612,0.154013158,0.00059845
613,0.154013158,0.00060172
614,0.154144737,0.00060172
615,0.154144737,0.000603355
616,0.154210526,0.000603355
617,0.154210526,0.00060499
618,0.155,0.00060499
619,0.155,0.000606625
620,0.155131579,0.000606625
621,0.155131579,0.000608261
622,0.155921053,0.000608261
623,0.155921053,0.000609896
624,0.156118421,0.000609896
625,0.156118421,0.000611531
626,0.156907895,0.000611531
627,0.156907895,0.000613166
628,0.157039474,0.000613166
629,0.157039474,0.000614801
630,0.157368421,0.000614801
631,0.157368421,0.000616436
632,0.157434211,0.000616436
633,0.157434211,0.000619706
634,0.158289474,0.000619706
635,0.158289474,0.000621341
636,0.158355263,0.000621341
637,0.158355263,0.000622977
638,0.158421053,0.000622977
639,0.158421053,0.000624612
640,0.15875,0.000624612
641,0.15875,0.000626247
642,0.158947368,0.000626247
643,0.158947368,0.000627882
644,0.159013158,0.000627882
645,0.159013158,0.000629517
646,0.159144737,0.000629517
647,0.159144737,0.000631152
648,0.159210526,0.000631152
649,0.159210526,0.000634422
650,0.159276316,0.000634422
651,0.159276316,0.000636057
652,0.159342105,0.000636057
653,0.159342105,0.000639328
654,0.159407895,0.000639328
655,0.159407895,0.000640963
656,0.159473684,0.000640963
657,0.159473684,0.000642598
658,0.159934211,0.000642598
659,0.159934211,0.000644233
660,0.16,0.000644233
661,0.16,0.000645868
662,0.160065789,0.000645868
663,0.160065789,0.000649138
664,0.160197368,0.000649138
665,0.160197368,0.000650773
666,0.160328947,0.000650773
667,0.160328947,0.000652409
668,0.160921053,0.000652409
669,0.160921053,0.000654044
670,0.161118421,0.000654044
671,0.161118421,0.000655679
672,0.16125,0.000655679
673,0.16125,0.000657314
674,0.161578947,0.000657314
675,0.161578947,0.000663854
676,0.162171053,0.000663854
677,0.162171053,0.000665489
678,0.162236842,0.000665489
679,0.162236842,0.000667124
680,0.162434211,0.000667124
681,0.162434211,0.00066876
682,0.1625,0.00066876
683,0.1625,0.00067203
684,0.162565789,0.00067203
685,0.162565789,0.000673665
686,0.162697368,0.000673665
687,0.162697368,0.0006753
688,0.163947368,0.0006753
689,0.163947368,0.000676935
690,0.164342105,0.000676935
691,0.164342105,0.000680205
692,0.164539474,0.000680205
693,0.164539474,0.000685111
694,0.164736842,0.000685111
695,0.164736842,0.000686746
696,0.164802632,0.000686746
697,0.164802632,0.000688381
698,0.165526316,0.000688381
699,0.165526316,0.000690016
700,0.165723684,0.000690016
701,0.165723684,0.000693286
702,0.165789474,0.000693286
703,0.165789474,0.000694921
704,0.16625,0.000694921
705,0.16625,0.000696556
706,0.166513158,0.000696556
707,0.166513158,0.000698192
708,0.166644737,0.000698192
709,0.166644737,0.000704732
710,0.166973684,0.000704732
711,0.166973684,0.000706367
712,0.167039474,0.000706367
713,0.167039474,0.000708002
714,0.167236842,0.000708002
715,0.167236842,0.000709637
716,0.167368421,0.000709637
717,0.167368421,0.000711272
718,0.167697368,0.000711272
719,0.167697368,0.000714543
720,0.167894737,0.000714543
721,0.167894737,0.000716178
722,0.168157895,0.000716178
723,0.168157895,0.000717813
724,0.168223684,0.000717813
725,0.168223684,0.000719448
726,0.168289474,0.000719448
727,0.168289474,0.000724353
728,0.168881579,0.000724353
729,0.168881579,0.000725988
730,0.168947368,0.000725988
731,0.168947368,0.000729259
732,0.169013158,0.000729259
733,0.169013158,0.000730894
734,0.169144737,0.000730894
735,0.169144737,0.000732529
736,0.169210526,0.000732529
737,0.169210526,0.000734164
738,0.169473684,0.000734164
739,0.169473684,0.000735799
740,0.169539474,0.000735799
741,0.169539474,0.000737434
742,0.17,0.000737434
743,0.17,0.000739069
744,0.170197368,0.000739069
745,0.170197368,0.000740704
746,0.170263158,0.000740704
747,0.170263158,0.00074234
748,0.170657895,0.00074234
749,0.170657895,0.00074561
750,0.170921053,0.00074561
751,0.170921053,0.00074888
752,0.171052632,0.00074888
753,0.171052632,0.000750515
754,0.171184211,0.000750515
755,0.171184211,0.00075215
756,0.171315789,0.00075215
757,0.171315789,0.000753785
758,0.171513158,0.000753785
759,0.171513158,0.00075542
760,0.171578947,0.00075542
761,0.171578947,0.000761961
762,0.171710526,0.000761961
763,0.171710526,0.000763596
764,0.172368421,0.000763596
765,0.172368421,0.000768501
766,0.172565789,0.000768501
767,0.172565789,0.000770136
768,0.172631579,0.000770136
769,0.172631579,0.000771771
770,0.172894737,0.000771771
771,0.172894737,0.000773407
772,0.173092105,0.000773407
773,0.173092105,0.000775042
774,0.173157895,0.000775042
775,0.173157895,0.000778312
776,0.173421053,0.000778312
777,0.173421053,0.000779947
778,0.173552632,0.000779947
779,0.173552632,0.000781582
780,0.173618421,0.000781582
781,0.173618421,0.000783217
782,0.174210526,0.000783217
783,0.174210526,0.000784852
784,0.174605263,0.000784852
785,0.174605263,0.000786487
786,0.174671053,0.000786487
787,0.174671053,0.000788123
788,0.174736842,0.000788123
789,0.174736842,0.000794663
790,0.174802632,0.000794663
791,0.174802632,0.000796298
792,0.174868421,0.000796298
793,0.174868421,0.000797933
794,0.174934211,0.000797933
795,0.174934211,0.000799568
796,0.175065789,0.000799568
797,0.175065789,0.000801203
798,0.175263158,0.000801203
799,0.175263158,0.000802839
800,0.175460526,0.000802839
801,0.175460526,0.000804474
802,0.175526316,0.000804474
803,0.175526316,0.000807744
804,0.175657895,0.000807744
805,0.175657895,0.000809379
806,0.175921053,0.000809379
807,0.175921053,0.000815919
808,0.175986842,0.000815919
809,0.175986842,0.000817555
810,0.176315789,0.000817555
811,0.176315789,0.00081919
812,0.176578947,0.00081919
813,0.176578947,0.000820825
814,0.176644737,0.000820825
815,0.176644737,0.00082246
816,0.176776316,0.00082246
817,0.176776316,0.000827365
818,0.176842105,0.000827365
819,0.176842105,0.000829
820,0.176907895,0.000829
821,0.176907895,0.000830635
822,0.177105263,0.000830635
823,0.177105263,0.000833906
824,0.177171053,0.000833906
825,0.177171053,0.000835541
826,0.177236842,0.000835541
827,0.177236842,0.000837176
828,0.177302632,0.000837176
829,0.177302632,0.000840446
830,0.177368421,0.000840446
831,0.177368421,0.000842081
832,0.1775,0.000842081
833,0.1775,0.000845351
834,0.177828947,0.000845351
835,0.177828947,0.000848622
836,0.177894737,0.000848622
837,0.177894737,0.000850257
838,0.178223684,0.000850257
839,0.178223684,0.000851892
840,0.178552632,0.000851892
841,0.178552632,0.000855162
842,0.178947368,0.000855162
843,0.178947368,0.000856797
844,0.179078947,0.000856797
845,0.179078947,0.000858432
846,0.179342105,0.000858432
847,0.179342105,0.000861702
848,0.180065789,0.000861702
849,0.180065789,0.000863338
850,0.180131579,0.000863338
851,0.180131579,0.000866608
852,0.180197368,0.000866608
853,0.180197368,0.000868243
854,0.180263158,0.000868243
855,0.180263158,0.000869878
856,0.180394737,0.000869878
857,0.180394737,0.000871513
858,0.180592105,0.000871513
859,0.180592105,0.000873148
860,0.180789474,0.000873148
861,0.180789474,0.000874783
862,0.180855263,0.000874783
863,0.180855263,0.000876418
864,0.181052632,0.000876418
865,0.181052632,0.000878054
866,0.181118421,0.000878054
867,0.181118421,0.000879689
868,0.181315789,0.000879689
869,0.181315789,0.000882959
870,0.181447368,0.000882959
871,0.181447368,0.000884594
872,0.181513158,0.000884594
873,0.181513158,0.000886229
874,0.181644737,0.000886229
875,0.181644737,0.000887864
876,0.181710526,0.000887864
877,0.181710526,0.000889499
878,0.181776316,0.000889499
879,0.181776316,0.000891134
880,0.182236842,0.000891134
881,0.182236842,0.00089277
882,0.182368421,0.00089277
883,0.182368421,0.000894405
884,0.182434211,0.000894405
885,0.182434211,0.00089604
886,0.182697368,0.00089604
887,0.182697368,0.000897675
888,0.183026316,0.000897675
889,0.183026316,0.000904215
890,0.183092105,0.000904215
891,0.183092105,0.00090585
892,0.183355263,0.00090585
893,0.183355263,0.000907486
894,0.183552632,0.000907486
895,0.183552632,0.000912391
896,0.183881579,0.000912391
897,0.183881579,0.000914026
898,0.184210526,0.000914026
899,0.184210526,0.000917296
900,0.184671053,0.000917296
901,0.184671053,0.000920566
902,0.184736842,0.000920566
903,0.184736842,0.000922202
904,0.184802632,0.000922202
905,0.184802632,0.000923837
906,0.184868421,0.000923837
907,0.184868421,0.000925472
908,0.185263158,0.000925472
909,0.185263158,0.000927107
910,0.185394737,0.000927107
911,0.185394737,0.000928742
912,0.185789474,0.000928742
913,0.185789474,0.000930377
914,0.185855263,0.000930377
915,0.185855263,0.000932012
916,0.186118421,0.000932012
917,0.186118421,0.000938553
918,0.186315789,0.000938553
919,0.186315789,0.000941823
920,0.186381579,0.000941823
921,0.186381579,0.000943458
922,0.186447368,0.000943458
923,0.186447368,0.000945093
924,0.186513158,0.000945093
925,0.186513158,0.000946728
926,0.186578947,0.000946728
927,0.186578947,0.000948363
928,0.187039474,0.000948363
929,0.187039474,0.000949998
930,0.187105263,0.000949998
931,0.187105263,0.000953269
932,0.187434211,0.000953269
933,0.187434211,0.000954904
934,0.187763158,0.000954904
935,0.187763158,0.000958174
936,0.188092105,0.000958174
937,0.188092105,0.000959809
938,0.188289474,0.000959809
939,0.188289474,0.000961444
940,0.188618421,0.000961444
941,0.188618421,0.000967985
942,0.18875,0.000967985
943,0.18875,0.00096962
944,0.188815789,0.00096962
945,0.188815789,0.000974525
946,0.189013158,0.000974525
947,0.189013158,0.00097616
948,0.189078947,0.00097616
949,0.189078947,0.000981065
950,0.189144737,0.000981065
951,0.189144737,0.000982701
952,0.189210526,0.000982701
953,0.189210526,0.000985971
954,0.189276316,0.000985971
955,0.189276316,0.000987606
956,0.189539474,0.000987606
957,0.189539474,0.000989241
958,0.190065789,0.000989241
959,0.190065789,0.000990876
960,0.190197368,0.000990876
961,0.190197368,0.000999052
962,0.190263158,0.000999052
963,0.190263158,0.001000687
964,0.190328947,0.001000687
965,0.190328947,0.001003957
966,0.190460526,0.001003957
967,0.190460526,0.001008862
968,0.190986842,0.001008862
969,0.190986842,0.001012133
970,0.191052632,0.001012133
971,0.191052632,0.001017038
972,0.191118421,0.001017038
973,0.191118421,0.001018673
974,0.191184211,0.001018673
975,0.191184211,0.001021943
976,0.19125,0.001021943
977,0.19125,0.001026848
978,0.191513158,0.001026848
979,0.191513158,0.001031754
980,0.191776316,0.001031754
981,0.191776316,0.001035024
982,0.191842105,0.001035024
983,0.191842105,0.001036659
984,0.192236842,0.001036659
985,0.192236842,0.001038294
986,0.192368421,0.001038294
987,0.192368421,0.001041564
988,0.192434211,0.001041564
989,0.192434211,0.0010432
990,0.1925,0.0010432
991,0.1925,0.001044835
992,0.192763158,0.001044835
993,0.192763158,0.00104647
994,0.193026316,0.00104647
995,0.193026316,0.001048105
996,0.193223684,0.001048105
997,0.193223684,0.00105628
998,0.193421053,0.00105628
999,0.193421053,0.001057916
