,tpr,fpr
5373,0.419736842,0.013071062
5374,0.419736842,0.013082508
5375,0.419868421,0.013082508
5376,0.419868421,0.013089048
5377,0.419934211,0.013089048
5378,0.419934211,0.013090683
5379,0.42,0.013090683
5380,0.42,0.013092318
5381,0.420065789,0.013092318
5382,0.420065789,0.013095588
5383,0.420131579,0.013095588
5384,0.420131579,0.013097224
5385,0.420263158,0.013097224
5386,0.420263158,0.013098859
5387,0.420328947,0.013098859
5388,0.420328947,0.013100494
5389,0.420394737,0.013100494
5390,0.420394737,0.013102129
5391,0.420460526,0.013102129
5392,0.420460526,0.01311194
5393,0.420526316,0.01311194
5394,0.420526316,0.013113575
5395,0.420657895,0.013113575
5396,0.420657895,0.01311521
5397,0.420723684,0.01311521
5398,0.420723684,0.01311848
5399,0.420789474,0.01311848
5400,0.420789474,0.013126656
5401,0.420855263,0.013126656
5402,0.420855263,0.013129926
5403,0.420921053,0.013129926
5404,0.420921053,0.013131561
5405,0.420986842,0.013131561
5406,0.420986842,0.013134831
5407,0.421052632,0.013134831
5408,0.421052632,0.013147912
5409,0.421118421,0.013147912
5410,0.421118421,0.013152817
5411,0.42125,0.013152817
5412,0.42125,0.013159358
5413,0.421315789,0.013159358
5414,0.421315789,0.013180614
5415,0.421381579,0.013180614
5416,0.421381579,0.013228032
5417,0.421447368,0.013228032
5418,0.421447368,0.013229667
5419,0.421513158,0.013229667
5420,0.421513158,0.013249289
5421,0.421578947,0.013249289
5422,0.421578947,0.01327218
5423,0.421644737,0.01327218
5424,0.421644737,0.013278721
5425,0.421776316,0.013278721
5426,0.421776316,0.013280356
5427,0.421907895,0.013280356
5428,0.421907895,0.013293437
5429,0.421973684,0.013293437
5430,0.421973684,0.013301612
5431,0.422039474,0.013301612
5432,0.422039474,0.013327774
5433,0.422105263,0.013327774
5434,0.422105263,0.013334314
5435,0.422236842,0.013334314
5436,0.422236842,0.01334249
5437,0.422302632,0.01334249
5438,0.422302632,0.013357206
5439,0.422368421,0.013357206
5440,0.422368421,0.013371922
5441,0.422434211,0.013371922
5442,0.422434211,0.013375192
5443,0.4225,0.013375192
5444,0.4225,0.013398084
5445,0.422565789,0.013398084
5446,0.422565789,0.013407894
5447,0.422631579,0.013407894
5448,0.422631579,0.01341607
5449,0.422697368,0.01341607
5450,0.422697368,0.01342261
5451,0.422763158,0.01342261
5452,0.422763158,0.013455312
5453,0.422828947,0.013455312
5454,0.422828947,0.01348965
5455,0.422894737,0.01348965
5456,0.422894737,0.013491285
5457,0.422960526,0.013491285
5458,0.422960526,0.01349292
5459,0.423026316,0.01349292
5460,0.423026316,0.013494555
5461,0.423092105,0.013494555
5462,0.423092105,0.01349619
5463,0.423157895,0.01349619
5464,0.423157895,0.01349946
5465,0.423223684,0.01349946
5466,0.423223684,0.013504366
5467,0.423289474,0.013504366
5468,0.423289474,0.013509271
5469,0.423355263,0.013509271
5470,0.423355263,0.013517447
5471,0.423421053,0.013517447
5472,0.423421053,0.013522352
5473,0.423486842,0.013522352
5474,0.423486842,0.013535433
5475,0.423552632,0.013535433
5476,0.423552632,0.013541973
5477,0.423618421,0.013541973
5478,0.423618421,0.013546879
5479,0.423684211,0.013546879
5480,0.423684211,0.013564865
5481,0.42375,0.013564865
5482,0.42375,0.01356977
5483,0.423815789,0.01356977
5484,0.423815789,0.013581216
5485,0.423881579,0.013581216
5486,0.423881579,0.013586121
5487,0.423947368,0.013586121
5488,0.423947368,0.013599202
5489,0.424013158,0.013599202
5490,0.424013158,0.013610648
5491,0.424078947,0.013610648
5492,0.424078947,0.013631904
5493,0.424144737,0.013631904
5494,0.424144737,0.01363681
5495,0.424276316,0.01363681
5496,0.424276316,0.013638445
5497,0.424342105,0.013638445
5498,0.424342105,0.013653161
5499,0.424407895,0.013653161
5500,0.424407895,0.013654796
5501,0.424473684,0.013654796
5502,0.424473684,0.013695674
5503,0.424539474,0.013695674
5504,0.424539474,0.013746362
5505,0.424605263,0.013746362
5506,0.424605263,0.013772524
5507,0.424671053,0.013772524
5508,0.424671053,0.013782334
5509,0.424736842,0.013782334
5510,0.424736842,0.01380032
5511,0.424802632,0.01380032
5512,0.424802632,0.013806861
5513,0.424868421,0.013806861
5514,0.424868421,0.013810131
5515,0.424934211,0.013810131
5516,0.424934211,0.013828117
5517,0.425,0.013828117
5518,0.425,0.013833023
5519,0.425065789,0.013833023
5520,0.425065789,0.013851009
5521,0.425131579,0.013851009
5522,0.425131579,0.01386409
5523,0.425197368,0.01386409
5524,0.425197368,0.013880441
5525,0.425394737,0.013880441
5526,0.425394737,0.013888616
5527,0.425460526,0.013888616
5528,0.425460526,0.013890251
5529,0.425526316,0.013890251
5530,0.425526316,0.013901697
5531,0.425592105,0.013901697
5532,0.425592105,0.013908238
5533,0.425657895,0.013908238
5534,0.425657895,0.013911508
5535,0.425723684,0.013911508
5536,0.425723684,0.013950751
5537,0.425789474,0.013950751
5538,0.425789474,0.013967102
5539,0.425921053,0.013967102
5540,0.425921053,0.013973642
5541,0.425986842,0.013973642
5542,0.425986842,0.013978547
5543,0.426118421,0.013978547
5544,0.426118421,0.013980182
5545,0.426184211,0.013980182
5546,0.426184211,0.013981818
5547,0.42625,0.013981818
5548,0.42625,0.014003074
5549,0.426315789,0.014003074
5550,0.426315789,0.014004709
5551,0.426381579,0.014004709
5552,0.426381579,0.01402106
5553,0.426578947,0.01402106
5554,0.426578947,0.014035776
5555,0.426644737,0.014035776
5556,0.426644737,0.014060303
5557,0.426710526,0.014060303
5558,0.426710526,0.014065208
5559,0.426776316,0.014065208
5560,0.426776316,0.014079924
5561,0.426907895,0.014079924
5562,0.426907895,0.014086465
5563,0.426973684,0.014086465
5564,0.426973684,0.01409137
5565,0.427039474,0.01409137
5566,0.427039474,0.014106086
5567,0.427105263,0.014106086
5568,0.427105263,0.014122437
5569,0.427171053,0.014122437
5570,0.427171053,0.014125707
5571,0.427236842,0.014125707
5572,0.427236842,0.014130613
5573,0.427302632,0.014130613
5574,0.427302632,0.014135518
5575,0.427368421,0.014135518
5576,0.427368421,0.014138788
5577,0.427434211,0.014138788
5578,0.427434211,0.014140423
5579,0.4275,0.014140423
5580,0.4275,0.014142058
5581,0.427631579,0.014142058
5582,0.427631579,0.014158409
5583,0.427697368,0.014158409
5584,0.427697368,0.01417149
5585,0.427763158,0.01417149
5586,0.427763158,0.014189476
5587,0.427828947,0.014189476
5588,0.427828947,0.014202557
5589,0.427960526,0.014202557
5590,0.427960526,0.014214003
5591,0.428026316,0.014214003
5592,0.428026316,0.014258151
5593,0.428092105,0.014258151
5594,0.428092105,0.014282678
5595,0.428157895,0.014282678
5596,0.428157895,0.014297394
5597,0.428289474,0.014297394
5598,0.428289474,0.014308839
5599,0.428355263,0.014308839
5600,0.428355263,0.014310475
5601,0.428421053,0.014310475
5602,0.428421053,0.014320285
5603,0.428486842,0.014320285
5604,0.428486842,0.01432192
5605,0.428552632,0.01432192
5606,0.428552632,0.014330096
5607,0.428618421,0.014330096
5608,0.428618421,0.014335001
5609,0.428684211,0.014335001
5610,0.428684211,0.014336636
5611,0.42875,0.014336636
5612,0.42875,0.014338271
5613,0.428881579,0.014338271
5614,0.428881579,0.014362798
5615,0.429013158,0.014362798
5616,0.429013158,0.014370974
5617,0.429078947,0.014370974
5618,0.429078947,0.014387325
5619,0.429210526,0.014387325
5620,0.429210526,0.014390595
5621,0.429276316,0.014390595
5622,0.429276316,0.01439877
5623,0.429342105,0.01439877
5624,0.429342105,0.014429837
5625,0.429407895,0.014429837
5626,0.429407895,0.014433108
5627,0.429473684,0.014433108
5628,0.429473684,0.014434743
5629,0.429539474,0.014434743
5630,0.429539474,0.014439648
5631,0.429605263,0.014439648
5632,0.429605263,0.014441283
5633,0.429671053,0.014441283
5634,0.429671053,0.014451094
5635,0.429802632,0.014451094
5636,0.429802632,0.014457634
5637,0.429868421,0.014457634
5638,0.429868421,0.014480526
5639,0.429934211,0.014480526
5640,0.429934211,0.014483796
5641,0.43,0.014483796
5642,0.43,0.014498512
5643,0.430131579,0.014498512
5644,0.430131579,0.014500147
5645,0.430197368,0.014500147
5646,0.430197368,0.014524674
5647,0.430263158,0.014524674
5648,0.430263158,0.014529579
5649,0.430328947,0.014529579
5650,0.430328947,0.014537755
5651,0.430394737,0.014537755
5652,0.430394737,0.01453939
5653,0.430460526,0.01453939
5654,0.430460526,0.01454593
5655,0.430526316,0.01454593
5656,0.430526316,0.014559011
5657,0.430592105,0.014559011
5658,0.430592105,0.014562281
5659,0.430657895,0.014562281
5660,0.430657895,0.014578632
5661,0.430723684,0.014578632
5662,0.430723684,0.014591713
5663,0.430789474,0.014591713
5664,0.430789474,0.014599889
5665,0.430921053,0.014599889
5666,0.430921053,0.01461297
5667,0.430986842,0.01461297
5668,0.430986842,0.014644037
5669,0.431052632,0.014644037
5670,0.431052632,0.014647307
5671,0.431118421,0.014647307
5672,0.431118421,0.014653847
5673,0.431315789,0.014653847
5674,0.431315789,0.014655483
5675,0.431381579,0.014655483
5676,0.431381579,0.014657118
5677,0.431447368,0.014657118
5678,0.431447368,0.014670199
5679,0.431513158,0.014670199
5680,0.431513158,0.014678374
5681,0.431578947,0.014678374
5682,0.431578947,0.014681644
5683,0.431644737,0.014681644
5684,0.431644737,0.014683279
5685,0.431710526,0.014683279
5686,0.431710526,0.01468655
5687,0.431776316,0.01468655
5688,0.431776316,0.014691455
5689,0.431907895,0.014691455
5690,0.431907895,0.014694725
5691,0.431973684,0.014694725
5692,0.431973684,0.014717617
5693,0.432039474,0.014717617
5694,0.432039474,0.014719252
5695,0.432105263,0.014719252
5696,0.432105263,0.014720887
5697,0.432171053,0.014720887
5698,0.432171053,0.014735603
5699,0.432236842,0.014735603
5700,0.432236842,0.014737238
5701,0.432368421,0.014737238
5702,0.432368421,0.014742143
5703,0.432434211,0.014742143
5704,0.432434211,0.014751954
5705,0.4325,0.014751954
5706,0.4325,0.014756859
5707,0.432565789,0.014756859
5708,0.432565789,0.0147634
5709,0.432631579,0.0147634
5710,0.432631579,0.014768305
5711,0.432697368,0.014768305
5712,0.432697368,0.014786291
5713,0.432763158,0.014786291
5714,0.432763158,0.014805913
5715,0.432828947,0.014805913
5716,0.432828947,0.014807548
5717,0.432960526,0.014807548
5718,0.432960526,0.014809183
5719,0.433026316,0.014809183
5720,0.433026316,0.014823899
5721,0.433092105,0.014823899
5722,0.433092105,0.014835345
5723,0.433157895,0.014835345
5724,0.433157895,0.01484352
5725,0.433223684,0.01484352
5726,0.433223684,0.01484679
5727,0.433289474,0.01484679
5728,0.433289474,0.01485006
5729,0.433355263,0.01485006
5730,0.433355263,0.014853331
5731,0.433421053,0.014853331
5732,0.433421053,0.014854966
5733,0.433486842,0.014854966
5734,0.433486842,0.014861506
5735,0.433552632,0.014861506
5736,0.433552632,0.014863141
5737,0.433618421,0.014863141
5738,0.433618421,0.014902384
5739,0.433684211,0.014902384
5740,0.433684211,0.014915465
5741,0.43375,0.014915465
5742,0.43375,0.0149171
5743,0.433815789,0.0149171
5744,0.433815789,0.014943262
5745,0.433881579,0.014943262
5746,0.433881579,0.014949802
5747,0.433947368,0.014949802
5748,0.433947368,0.014956343
5749,0.434013158,0.014956343
5750,0.434013158,0.014957978
5751,0.434078947,0.014957978
5752,0.434078947,0.014977599
5753,0.434144737,0.014977599
5754,0.434144737,0.014979234
5755,0.434210526,0.014979234
5756,0.434210526,0.014989045
5757,0.434473684,0.014989045
5758,0.434473684,0.01499068
5759,0.434539474,0.01499068
5760,0.434539474,0.015000491
5761,0.434605263,0.015000491
5762,0.434605263,0.015003761
5763,0.434671053,0.015003761
5764,0.434671053,0.015008666
5765,0.434736842,0.015008666
5766,0.434736842,0.015011936
5767,0.434802632,0.015011936
5768,0.434802632,0.015020112
5769,0.434868421,0.015020112
5770,0.434868421,0.015044638
5771,0.434934211,0.015044638
5772,0.434934211,0.015059354
5773,0.435,0.015059354
5774,0.435,0.015062625
5775,0.435065789,0.015062625
5776,0.435065789,0.01507407
5777,0.435131579,0.01507407
5778,0.435131579,0.015105138
5779,0.435197368,0.015105138
5780,0.435197368,0.015106773
5781,0.435328947,0.015106773
5782,0.435328947,0.015113313
5783,0.435394737,0.015113313
5784,0.435394737,0.015123124
5785,0.435460526,0.015123124
5786,0.435460526,0.01514111
5787,0.435526316,0.01514111
5788,0.435526316,0.01514765
5789,0.435592105,0.01514765
5790,0.435592105,0.015149285
5791,0.435657895,0.015149285
5792,0.435657895,0.015154191
5793,0.435789474,0.015154191
5794,0.435789474,0.015157461
5795,0.435855263,0.015157461
5796,0.435855263,0.015164001
5797,0.435921053,0.015164001
5798,0.435921053,0.015168907
5799,0.435986842,0.015168907
5800,0.435986842,0.015188528
5801,0.436052632,0.015188528
5802,0.436052632,0.015195069
5803,0.436118421,0.015195069
5804,0.436118421,0.015196704
5805,0.436184211,0.015196704
5806,0.436184211,0.015199974
5807,0.436315789,0.015199974
5808,0.436315789,0.01521469
5809,0.436381579,0.01521469
5810,0.436381579,0.015222865
5811,0.436447368,0.015222865
5812,0.436447368,0.015226136
5813,0.436513158,0.015226136
5814,0.436513158,0.015229406
5815,0.436578947,0.015229406
5816,0.436578947,0.015235946
5817,0.436644737,0.015235946
5818,0.436644737,0.015249027
5819,0.436710526,0.015249027
5820,0.436710526,0.015253932
5821,0.436776316,0.015253932
5822,0.436776316,0.015260473
5823,0.436842105,0.015260473
5824,0.436842105,0.015273554
5825,0.436907895,0.015273554
5826,0.436907895,0.015281729
5827,0.436973684,0.015281729
5828,0.436973684,0.015285
5829,0.437039474,0.015285
5830,0.437039474,0.015289905
5831,0.437105263,0.015289905
5832,0.437105263,0.015293175
5833,0.437171053,0.015293175
5834,0.437171053,0.01529481
5835,0.437236842,0.01529481
5836,0.437236842,0.015296445
5837,0.437368421,0.015296445
5838,0.437368421,0.015301351
5839,0.437434211,0.015301351
5840,0.437434211,0.015302986
5841,0.437631579,0.015302986
5842,0.437631579,0.015309526
5843,0.437697368,0.015309526
5844,0.437697368,0.015317702
5845,0.437763158,0.015317702
5846,0.437763158,0.015320972
5847,0.437828947,0.015320972
5848,0.437828947,0.015332418
5849,0.437894737,0.015332418
5850,0.437894737,0.015335688
5851,0.437960526,0.015335688
5852,0.437960526,0.015337323
5853,0.438026316,0.015337323
5854,0.438026316,0.015353674
5855,0.438092105,0.015353674
5856,0.438092105,0.015358579
5857,0.438157895,0.015358579
5858,0.438157895,0.015366755
5859,0.438223684,0.015366755
5860,0.438223684,0.015386376
5861,0.438289474,0.015386376
5862,0.438289474,0.015389646
5863,0.438355263,0.015389646
5864,0.438355263,0.015392917
5865,0.438421053,0.015392917
5866,0.438421053,0.015401092
5867,0.438486842,0.015401092
5868,0.438486842,0.015420714
5869,0.438552632,0.015420714
5870,0.438552632,0.015428889
5871,0.438618421,0.015428889
5872,0.438618421,0.015432159
5873,0.438684211,0.015432159
5874,0.438684211,0.015433794
5875,0.438815789,0.015433794
5876,0.438815789,0.015440335
5877,0.438881579,0.015440335
5878,0.438881579,0.015443605
5879,0.439013158,0.015443605
5880,0.439013158,0.015461591
5881,0.439078947,0.015461591
5882,0.439078947,0.015479577
5883,0.439144737,0.015479577
5884,0.439144737,0.015500834
5885,0.439276316,0.015500834
5886,0.439276316,0.015502469
5887,0.439342105,0.015502469
5888,0.439342105,0.015517185
5889,0.439407895,0.015517185
5890,0.439407895,0.015533536
5891,0.439473684,0.015533536
5892,0.439473684,0.015540077
5893,0.439605263,0.015540077
5894,0.439605263,0.015543347
5895,0.439671053,0.015543347
5896,0.439671053,0.015549887
5897,0.439736842,0.015549887
5898,0.439736842,0.015558063
5899,0.439802632,0.015558063
5900,0.439802632,0.015587495
5901,0.439868421,0.015587495
5902,0.439868421,0.015594035
5903,0.439934211,0.015594035
5904,0.439934211,0.015610386
5905,0.44,0.015610386
5906,0.44,0.015613656
5907,0.440131579,0.015613656
5908,0.440131579,0.015628372
5909,0.440197368,0.015628372
5910,0.440197368,0.01566598
5911,0.440263158,0.01566598
5912,0.440263158,0.015670885
5913,0.440328947,0.015670885
5914,0.440328947,0.015685601
5915,0.440394737,0.015685601
5916,0.440394737,0.015708493
5917,0.440460526,0.015708493
5918,0.440460526,0.015724844
5919,0.440592105,0.015724844
5920,0.440592105,0.015733019
5921,0.440657895,0.015733019
5922,0.440657895,0.01573629
5923,0.440723684,0.01573629
5924,0.440723684,0.015768992
5925,0.440789474,0.015768992
5926,0.440789474,0.015780438
5927,0.440921053,0.015780438
5928,0.440921053,0.015790248
5929,0.440986842,0.015790248
5930,0.440986842,0.015800059
5931,0.441052632,0.015800059
5932,0.441052632,0.015806599
5933,0.441118421,0.015806599
5934,0.441118421,0.015814775
5935,0.441184211,0.015814775
5936,0.441184211,0.015818045
5937,0.44125,0.015818045
5938,0.44125,0.015831126
5939,0.441315789,0.015831126
5940,0.441315789,0.015836031
5941,0.441381579,0.015836031
5942,0.441381579,0.015840937
5943,0.441447368,0.015840937
5944,0.441447368,0.015842572
5945,0.441513158,0.015842572
5946,0.441513158,0.015855653
5947,0.441578947,0.015855653
5948,0.441578947,0.015858923
5949,0.441644737,0.015858923
5950,0.441644737,0.015875274
5951,0.441776316,0.015875274
5952,0.441776316,0.015885085
5953,0.441842105,0.015885085
5954,0.441842105,0.01588999
5955,0.441907895,0.01588999
5956,0.441907895,0.01589326
5957,0.442039474,0.01589326
5958,0.442039474,0.015909611
5959,0.442105263,0.015909611
5960,0.442105263,0.015916152
5961,0.442171053,0.015916152
5962,0.442171053,0.015929232
5963,0.442236842,0.015929232
5964,0.442236842,0.015937408
5965,0.442302632,0.015937408
5966,0.442302632,0.015948854
5967,0.442368421,0.015948854
5968,0.442368421,0.01597011
5969,0.442434211,0.01597011
5970,0.442434211,0.015976651
5971,0.4425,0.015976651
5972,0.4425,0.015986461
5973,0.442565789,0.015986461
5974,0.442565789,0.015988096
5975,0.442631579,0.015988096
5976,0.442631579,0.016004447
5977,0.442697368,0.016004447
5978,0.442697368,0.016010988
5979,0.442763158,0.016010988
5980,0.442763158,0.016064947
5981,0.442828947,0.016064947
5982,0.442828947,0.016066582
5983,0.442894737,0.016066582
5984,0.442894737,0.016068217
5985,0.442960526,0.016068217
5986,0.442960526,0.016069852
5987,0.443092105,0.016069852
5988,0.443092105,0.016081298
5989,0.443223684,0.016081298
5990,0.443223684,0.016084568
5991,0.443355263,0.016084568
5992,0.443355263,0.016086203
5993,0.443421053,0.016086203
5994,0.443421053,0.016099284
5995,0.443486842,0.016099284
5996,0.443486842,0.016102554
5997,0.443552632,0.016102554
5998,0.443552632,0.016107459
5999,0.443618421,0.016107459
6000,0.443618421,0.016109094
6001,0.443684211,0.016109094
6002,0.443684211,0.01611073
6003,0.44375,0.01611073
6004,0.44375,0.016112365
6005,0.443815789,0.016112365
6006,0.443815789,0.016130351
6007,0.443881579,0.016130351
6008,0.443881579,0.016138526
6009,0.444013158,0.016138526
6010,0.444013158,0.016140162
6011,0.444078947,0.016140162
6012,0.444078947,0.016146702
6013,0.444210526,0.016146702
6014,0.444210526,0.016156513
6015,0.444276316,0.016156513
6016,0.444276316,0.016171229
6017,0.444407895,0.016171229
6018,0.444407895,0.016174499
6019,0.444473684,0.016174499
6020,0.444473684,0.016176134
6021,0.444605263,0.016176134
6022,0.444605263,0.016179404
6023,0.444671053,0.016179404
6024,0.444671053,0.01618758
6025,0.444736842,0.01618758
6026,0.444736842,0.016189215
6027,0.444868421,0.016189215
6028,0.444868421,0.016192485
6029,0.445,0.016192485
6030,0.445,0.016203931
6031,0.445065789,0.016203931
6032,0.445065789,0.016210471
6033,0.445197368,0.016210471
6034,0.445197368,0.016217012
6035,0.445263158,0.016217012
6036,0.445263158,0.016234998
6037,0.445328947,0.016234998
6038,0.445328947,0.016244809
6039,0.445460526,0.016244809
6040,0.445460526,0.016257889
6041,0.445592105,0.016257889
6042,0.445592105,0.016262795
6043,0.445657895,0.016262795
6044,0.445657895,0.01627424
6045,0.445723684,0.01627424
6046,0.445723684,0.016279146
6047,0.445789474,0.016279146
6048,0.445789474,0.016288956
6049,0.445855263,0.016288956
6050,0.445855263,0.016290592
6051,0.445921053,0.016290592
6052,0.445921053,0.016308578
6053,0.445986842,0.016308578
6054,0.445986842,0.016313483
6055,0.446052632,0.016313483
6056,0.446052632,0.016321659
6057,0.446118421,0.016321659
6058,0.446118421,0.016328199
6059,0.446184211,0.016328199
6060,0.446184211,0.01633474
6061,0.44625,0.01633474
6062,0.44625,0.016359266
6063,0.446315789,0.016359266
6064,0.446315789,0.016373982
6065,0.446381579,0.016373982
6066,0.446381579,0.016391968
6067,0.446447368,0.016391968
6068,0.446447368,0.01641486
6069,0.446513158,0.01641486
6070,0.446513158,0.01641813
6071,0.446578947,0.01641813
6072,0.446578947,0.016424671
6073,0.446644737,0.016424671
6074,0.446644737,0.016436116
6075,0.446842105,0.016436116
6076,0.446842105,0.016439387
6077,0.446907895,0.016439387
6078,0.446907895,0.016459008
6079,0.446973684,0.016459008
6080,0.446973684,0.016460643
6081,0.447039474,0.016460643
6082,0.447039474,0.016462278
6083,0.447105263,0.016462278
6084,0.447105263,0.016475359
6085,0.447171053,0.016475359
6086,0.447171053,0.016483534
6087,0.447236842,0.016483534
6088,0.447236842,0.01648844
6089,0.447302632,0.01648844
6090,0.447302632,0.016501521
6091,0.447368421,0.016501521
6092,0.447368421,0.016503156
6093,0.4475,0.016503156
6094,0.4475,0.016519507
6095,0.447565789,0.016519507
6096,0.447565789,0.016539128
6097,0.447631579,0.016539128
6098,0.447631579,0.016547304
6099,0.447697368,0.016547304
6100,0.447697368,0.016553844
6101,0.447763158,0.016553844
6102,0.447763158,0.01656856
6103,0.447894737,0.01656856
6104,0.447894737,0.016575101
6105,0.447960526,0.016575101
6106,0.447960526,0.016578371
6107,0.448026316,0.016578371
6108,0.448026316,0.016588181
6109,0.448092105,0.016588181
6110,0.448092105,0.016593087
6111,0.448157895,0.016593087
6112,0.448157895,0.016609438
6113,0.448289474,0.016609438
6114,0.448289474,0.016611073
6115,0.448355263,0.016611073
6116,0.448355263,0.016614343
6117,0.448421053,0.016614343
6118,0.448421053,0.016619249
6119,0.448486842,0.016619249
6120,0.448486842,0.016632329
6121,0.448552632,0.016632329
6122,0.448552632,0.01664214
6123,0.448618421,0.01664214
6124,0.448618421,0.016653586
6125,0.448684211,0.016653586
6126,0.448684211,0.016656856
6127,0.44875,0.016656856
6128,0.44875,0.016671572
6129,0.448815789,0.016671572
6130,0.448815789,0.016673207
6131,0.448881579,0.016673207
6132,0.448881579,0.016674842
6133,0.448947368,0.016674842
6134,0.448947368,0.016678112
6135,0.449013158,0.016678112
6136,0.449013158,0.016681383
6137,0.449144737,0.016681383
6138,0.449144737,0.016686288
6139,0.449210526,0.016686288
6140,0.449210526,0.01670918
6141,0.449276316,0.01670918
6142,0.449276316,0.01671245
6143,0.449342105,0.01671245
6144,0.449342105,0.016725531
6145,0.449407895,0.016725531
6146,0.449407895,0.016728801
6147,0.449473684,0.016728801
6148,0.449473684,0.016738611
6149,0.449539474,0.016738611
6150,0.449539474,0.016756598
6151,0.449605263,0.016756598
6152,0.449605263,0.016759868
6153,0.449671053,0.016759868
6154,0.449671053,0.016769679
6155,0.449736842,0.016769679
6156,0.449736842,0.016794205
6157,0.449802632,0.016794205
6158,0.449802632,0.016808921
6159,0.449868421,0.016808921
6160,0.449868421,0.016815462
6161,0.449934211,0.016815462
6162,0.449934211,0.016817097
6163,0.45,0.016817097
6164,0.45,0.016820367
6165,0.450065789,0.016820367
6166,0.450065789,0.016826907
6167,0.450131579,0.016826907
6168,0.450131579,0.016836718
6169,0.450197368,0.016836718
6170,0.450197368,0.016846529
6171,0.450263158,0.016846529
6172,0.450263158,0.01685961
6173,0.450328947,0.01685961
6174,0.450328947,0.016875961
6175,0.450394737,0.016875961
6176,0.450394737,0.016877596
6177,0.450460526,0.016877596
6178,0.450460526,0.016900487
6179,0.450526316,0.016900487
6180,0.450526316,0.016902122
6181,0.450592105,0.016902122
6182,0.450592105,0.016903757
6183,0.450657895,0.016903757
6184,0.450657895,0.016967527
6185,0.450723684,0.016967527
6186,0.450723684,0.016972432
6187,0.450789474,0.016972432
6188,0.450789474,0.016974067
6189,0.450855263,0.016974067
6190,0.450855263,0.016980608
6191,0.450921053,0.016980608
6192,0.450921053,0.017078714
6193,0.450986842,0.017078714
6194,0.450986842,0.017080349
6195,0.451052632,0.017080349
6196,0.451052632,0.01708689
6197,0.451118421,0.01708689
6198,0.451118421,0.017088525
6199,0.451184211,0.017088525
6200,0.451184211,0.017119592
6201,0.45125,0.017119592
6202,0.45125,0.017124497
6203,0.451315789,0.017124497
6204,0.451315789,0.017140848
6205,0.451381579,0.017140848
6206,0.451381579,0.017150659
6207,0.451447368,0.017150659
6208,0.451447368,0.017158834
6209,0.451513158,0.017158834
6210,0.451513158,0.01716047
6211,0.451578947,0.01716047
6212,0.451578947,0.017162105
6213,0.451644737,0.017162105
6214,0.451644737,0.017168645
6215,0.451710526,0.017168645
6216,0.451710526,0.017175186
6217,0.451842105,0.017175186
6218,0.451842105,0.017176821
6219,0.451907895,0.017176821
6220,0.451907895,0.017178456
6221,0.451973684,0.017178456
6222,0.451973684,0.017207888
6223,0.452039474,0.017207888
6224,0.452039474,0.017216063
6225,0.452236842,0.017216063
6226,0.452236842,0.017217698
6227,0.452368421,0.017217698
6228,0.452368421,0.017230779
6229,0.452434211,0.017230779
6230,0.452434211,0.017248765
6231,0.4525,0.017248765
6232,0.4525,0.017301089
6233,0.452565789,0.017301089
6234,0.452565789,0.017305994
6235,0.452697368,0.017305994
6236,0.452697368,0.017309265
6237,0.452763158,0.017309265
6238,0.452763158,0.01731417
6239,0.452828947,0.01731417
6240,0.452828947,0.01731744
6241,0.452894737,0.01731744
6242,0.452894737,0.017340332
6243,0.452960526,0.017340332
6244,0.452960526,0.017341967
6245,0.453026316,0.017341967
6246,0.453026316,0.017345237
6247,0.453092105,0.017345237
6248,0.453092105,0.017356683
6249,0.453157895,0.017356683
6250,0.453157895,0.017358318
6251,0.453223684,0.017358318
6252,0.453223684,0.01739102
6253,0.453289474,0.01739102
6254,0.453289474,0.017410641
6255,0.453355263,0.017410641
6256,0.453355263,0.017430263
6257,0.453421053,0.017430263
6258,0.453421053,0.017440073
6259,0.453486842,0.017440073
6260,0.453486842,0.017456424
6261,0.453552632,0.017456424
6262,0.453552632,0.01746787
6263,0.453618421,0.01746787
6264,0.453618421,0.017469505
6265,0.453684211,0.017469505
6266,0.453684211,0.017474411
6267,0.45375,0.017474411
6268,0.45375,0.017484221
6269,0.453815789,0.017484221
6270,0.453815789,0.017510383
6271,0.453947368,0.017510383
6272,0.453947368,0.017518558
6273,0.454013158,0.017518558
6274,0.454013158,0.017533274
6275,0.454078947,0.017533274
6276,0.454078947,0.017536545
6277,0.454144737,0.017536545
6278,0.454144737,0.017543085
6279,0.454210526,0.017543085
6280,0.454210526,0.017546355
6281,0.454276316,0.017546355
6282,0.454276316,0.017554531
6283,0.454342105,0.017554531
6284,0.454342105,0.017582328
6285,0.454473684,0.017582328
6286,0.454473684,0.017587233
6287,0.454539474,0.017587233
6288,0.454539474,0.017592138
6289,0.454605263,0.017592138
6290,0.454605263,0.017619935
6291,0.454671053,0.017619935
6292,0.454671053,0.017651002
6293,0.454802632,0.017651002
6294,0.454802632,0.017675529
6295,0.454868421,0.017675529
6296,0.454868421,0.017682069
6297,0.455,0.017682069
6298,0.455,0.01768861
6299,0.455065789,0.01768861
6300,0.455065789,0.01769515
6301,0.455131579,0.01769515
6302,0.455131579,0.017713136
6303,0.455263158,0.017713136
6304,0.455263158,0.017722947
6305,0.455328947,0.017722947
6306,0.455328947,0.017726217
6307,0.455394737,0.017726217
6308,0.455394737,0.017734393
6309,0.455460526,0.017734393
